event_type,sub_event_type,month,day,event_date,year,actor1,assoc_actor_1,actor2,assoc_actor_2,city,state,fatalities,source,source_scale,major_media,notes,tags
RIOTS,VIOLENT DEMONSTRATION,10,17,2020-10-17,2020,RIOTERS (UNITED STATES),,POLICE FORCES OF THE UNITED STATES (2017-2021) IMMIGRATION AND CUSTOMS ENFORCEMENT,,PORTLAND - SOUTH,OREGON,0,KOIN6; OREGONIAN,SUBNATIONAL,NO,"ON 17 OCTOBER 2020, ABOUT 100 PEOPLE GATHERED AT THE ICE BUILDING IN PORTLAND - SOUTH (OREGON) IN SUPPORT OF THOSE WHO HAVE DIED IN ICE CUSTODY. DHS OFFICERS USED TEAR GAS TO DISPERSE THE CROWD AND DEMONSTRATORS THREW PLAYGROUND BALLS OR ROCKS IN RESPONSE. AT LEAST ONE PERSON WAS ARRESTED.",CROWD SIZE=ABOUT 100
RIOTS,VIOLENT DEMONSTRATION,10,17,2020-10-17,2020,RIOTERS (UNITED STATES),BLM: BLACK LIVES MATTER,PROTESTERS (UNITED STATES),POLICE FORCES OF THE UNITED STATES (2017-2021); PRO-POLICE GROUP (UNITED STATES); PROUD BOYS,SAN FRANCISCO,CALIFORNIA,0,EAST BAY TIMES; SAN FRANCISCO CHRONICLE,SUBNATIONAL,NO,"ON 17 OCTOBER 2020, A DOZEN DEMONSTRATORS, ORGANIZED BY A SELF-IDENTIFIED MEMBER OF PROUD BOYS, HELD A DEMONSTRATION IN SAN FRANCISCO (CALIFORNIA) IN SUPPORT OF PRESIDENT TRUMP AND LAW ENFORCEMENT. MORE THAN 100 BLACK LIVES MATTER COUNTER DEMONSTRATORS ARRIVED AT THE VENUE AND DEMONSTRATED AGAINST FASCISM AND POLICE VIOLENCE. AFTER SEVERAL VERBAL CONFRONTATIONS, THE COUNTER-DEMONSTRATORS ALLEGEDLY PUNCHED SOME OF THE PRO-TRUMP DEMONSTRATORS INCLUDING THE ORGANIZER OF THE EVENT. THE COUNTER-DEMONSTRATORS ALSO HURLED PLASTIC WATER BOTTLES FILLED WITH UNKNOWN LIQUID AND GLASS BOTTLES OVER THE BARRICADE AT THE PRO-TRUMP SUPPORTERS. AT LEAST ONE PRO-TRUMP DEMONSTRATOR WAS TAKEN TO A HOSPITAL AND POLICE SAID IN A STATEMENT THAT 'SEVERAL RALLY PARTICIPANTS SUSTAINED NON LIFE-THREATENING-INJURIES' AND THREE OFFICERS HAD NON-LIFE-THREATENING INJURIES 'WHEN THEY WERE ASSAULTED WITH PEPPER SPRAY AND CAUSTIC CHEMICALS' BY THE COUNTER DEMONSTRATORS. NO ARRESTS WERE MADE.",COUNTER-DEMONSTRATION; CROWD SIZE=MORE THAN 100
RIOTS,VIOLENT DEMONSTRATION,10,15,2020-10-15,2020,RIOTERS (UNITED STATES),BLM: BLACK LIVES MATTER,POLICE FORCES OF THE UNITED STATES (2017-2021),,PORTLAND - DOWNTOWN,OREGON,0,KOIN6; OREGONIAN,SUBNATIONAL,NO,"ON 15 OCTOBER 2020, ABOUT 100 PEOPLE GATHERED IN PORTLAND - DOWNTOWN (OREGON) IN SUPPORT OF THE BLACK LIVES MATTER MOVEMENT AND AGAINST POLICE BRUTALITY AND THE DEATH OF GEORGE FLOYD. DEMONSTRATORS STARTED 'AT LEAST FOUR SMALL FIRES' AND POLICE INTERVENED AND ARRESTED 2 PEOPLE.",CROWD SIZE=ABOUT 100
RIOTS,VIOLENT DEMONSTRATION,10,13,2020-10-13,2020,RIOTERS (UNITED STATES),,POLICE FORCES OF THE UNITED STATES (2017-2021),,ROCHESTER,NEW YORK,0,DEMOCRAT AND CHRONICLE,SUBNATIONAL,NO,"ON 13 OCTOBER 2020, PEOPLE GATHERED TO DEMONSTRATE OUTSIDE THE PUBLIC SAFETY BUILDING IN ROCHESTER (NEW YORK) AGAINST THE ROCHESTER CITY COURT'S ERRONEOUS BENCH WARRANT AND THE DETENTION OF A DEMONSTRATOR WHO WAS ARRESTED DURING A DEMONSTRATION ON 12 SEPTEMBER 2020. DURING THE DEMONSTRATION, DEMONSTRATORS ENTERED THE BUILDING AND AT LEAST ONE OF THE DEMONSTRATORS ASSAULTED A SERGEANT AND ANOTHER OFFICER, ALLEGEDLY WITH A WEAPON. THE INJURED OFFICERS WERE TAKEN TO A HOSPITAL LATER.",ARMED; CROWD SIZE=NO REPORT
RIOTS,VIOLENT DEMONSTRATION,10,12,2020-10-12,2020,RIOTERS (UNITED STATES),MIWOK TRIBAL GROUP (UNITED STATES); NATIVE AMERICAN GROUP (UNITED STATES),POLICE FORCES OF THE UNITED STATES (2017-2021),,SAN RAFAEL,CALIFORNIA,0,CROWD COUNTING CONSORTIUM; MODESTO BEE; KPIX5; CATHOLIC TELEGRAPH,OTHER-SUBNATIONAL,NO,"ON 12 OCTOBER 2020, 40-50 DEMONSTRATORS PULLED DOWN A STATUE OF JUNIPERO SERRA IN SAN RAFAEL (CALIFORNIA) AS PART OF A SERIES OF DEMONSTRATIONS ON INDIGENOUS PEOPLES' DAY. THE EVENT WAS ORGANIZED BY MEMBERS OF THE COAST MIWOK TRIBE. JUNIPERO SERRA, A CATHOLIC SAINT, IS SAID TO HAVE PARTICIPATED IN BRUTAL COLONIZATION. FIVE PEOPLE WERE ARRESTED AND CHARGED WITH VANDALISM AFTER THE STATUE WAS TORN DOWN.",CROWD SIZE=NO REPORT; STATUE
RIOTS,VIOLENT DEMONSTRATION,10,12,2020-10-12,2020,RIOTERS (UNITED STATES),NATIVE AMERICAN GROUP (UNITED STATES),POLICE FORCES OF THE UNITED STATES (2017-2021),,SANTA FE,NEW MEXICO,0,SANTA FE NEW MEXICAN; LAS CRUCES SUN-NEWS,SUBNATIONAL,NO,"ON 12 OCTOBER 2020, DEMONSTRATORS, MANY OF THEM NATIVE AMERICAN ACTIVISTS, IN SANTA FE (NEW MEXICO) USED A ROPE AND CHAIN TO TOPPLE A WAR MONUMENT THAT THEY SAID WAS OFFENSIVE TO NATIVE AMERICANS. TWO PEOPLE WERE ARRESTED FOR THEIR INVOLVEMENT IN TOPPLING THE MONUMENT. THIS EVENT WAS PART OF THE NATIONWIDE 'DAY OF RAGE' ORGANIZED FOR INDIGENOUS PEOPLES' DAY.",CROWD SIZE=NO REPORT; STATUE
RIOTS,MOB VIOLENCE,10,11,2020-10-11,2020,RIOTERS (UNITED STATES),,POLICE FORCES OF THE UNITED STATES (2017-2021),,LOS ANGELES,CALIFORNIA,0,LOS ANGELES TIMES,SUBNATIONAL,NO,"ON 11 OCTOBER 2020, AN UNREPORTED NUMBER OF PEOPLE GATHERED IN CELEBRATION OF THE LAKERS NBA CHAMPIONSHIP WIN IN LOS ANGELES (CALIFORNIA). SOME STOREFRONTS WERE DAMAGED AND POLICE DECLARED THE ASSEMBLY UNLAWFUL. POLICE FIRED HARD-FOAM PROJECTILES INTO THE CROWD INJURING AT LEAST THREE PEOPLE IN THE HEAD. ONE MAN ACCIDENTALLY 'BLEW OFF' PART OF HIS HAND WITH A 'PYROTECHNIC DEVICE.' OFFICERS ASSISTED THE INJURED MAN.",CROWD SIZE=NO REPORT
RIOTS,VIOLENT DEMONSTRATION,10,11,2020-10-11,2020,RIOTERS (UNITED STATES),BLM: BLACK LIVES MATTER,POLICE FORCES OF THE UNITED STATES (2017-2021),,ROCHESTER,NEW YORK,0,SPECTRUM NEWS ROCHESTER,SUBNATIONAL,NO,"ON 11 OCTOBER 2020, ABOUT 30-40 DEMONSTRATORS STAGED A DEMONSTRATION IN ROCHESTER (NEW YORK) IN SUPPORT OF THE BLACK LIVES MATTER MOVEMENT, CALLING FOR JUSTICE FOR THE DEATH OF DANIEL PRUDE, A BLACK MAN KILLED BY POLICE. THEY MARCHED FROM THE LIBERTY POLE TO THE ROCHESTER POLICE DEPARTMENT EAST SECTION OFFICE. REPORTEDLY, THERE WAS A PHYSICAL CLASH BETWEEN THE DEMONSTRATORS AND POLICE AROUND 6 P.M. POLICE ALLEGEDLY PEPPER-SPRAYED THE DEMONSTRATORS AS A REPORTER ON-SCENE SMELLED PEPPER-SPRAY AND SAW WATER BEING POURED OVER A PERSON'S EYES. NO ARRESTS OR INJURIES WERE REPORTED.",CROWD SIZE=ABOUT 30-40
RIOTS,VIOLENT DEMONSTRATION,10,11,2020-10-11,2020,RIOTERS (UNITED STATES),NATIVE AMERICAN GROUP (UNITED STATES),,,PORTLAND - DOWNTOWN,OREGON,0,CNN; KGW8; OREGONIAN,SUBNATIONAL-NATIONAL,YES,"ON 11 OCTOBER 2020, ABOUT 200 TO 300 RIOTERS GATHERED FOR AN 'INDIGENOUS PEOPLES DAY OF RAGE' IN PORTLAND - DOWNTOWN (OREGON). THE RIOTERS TOPPLED STATUES OF THEODORE ROOSEVELT AND ABRAHAM LINCOLN AS WELL AS BROKE WINDOWS OF OREGON HISTORICAL SOCIETY BUILDING AND SHOT OUT WINDOWS OF AT LEAST ONE LOCAL BUSINESS. 3 PEOPLE WERE ARRESTED THE FOLLOWING DAY IN CONNECTION WITH DAMAGE.",CROWD SIZE=ABOUT 200 TO 300; STATUE
RIOTS,VIOLENT DEMONSTRATION,10,11,2020-10-11,2020,RIOTERS (UNITED STATES),PRO-POLICE GROUP (UNITED STATES),RIOTERS (UNITED STATES),,PORTLAND - DOWNTOWN,OREGON,0,OREGONIAN; TWITTER,NEW MEDIA-SUBNATIONAL,NO,"ON 11 OCTOBER 2020, ABOUT 60 PEOPLE GATHERED FOR A DEMONSTRATION IN PORTLAND - DOWNTOWN (OREGON) IN SUPPORT OF PRESIDENT TRUMP AND THE POLICE. COUNTER DEMONSTRATORS ALSO SHOWED UP AND CONFRONTED THE GROUP. EACH SIDE THREW OBJECTS, WHILE THE TRUMP SUPPORTERS WERE ARMED WITH FIREARMS, PAINTBALL AIR GUNS, AND PEPPER SPRAY CANISTERS. TRUMP SUPPORTERS LATER FIRED PAINTBALLS AT COUNTER-DEMONSTRATORS.",ARMED; COUNTER-DEMONSTRATION; CROWD SIZE=ABOUT 60
STRATEGIC DEVELOPMENTS,LOOTING/PROPERTY DESTRUCTION,10,10,2020-10-10,2020,SOLE PERPETRATOR (UNITED STATES),,CIVILIANS (UNITED STATES),PP: PLANNED PARENTHOOD,FORT MYERS,FLORIDA,0,NEWSWEEK,NATIONAL,NO,"PROPERTY DESTRUCTION: ON 10 OCTOBER 2020, A MAN THREW MULTIPLE MOLOTOV COCKTAILS AT A PLANNED PARENTHOOD FACILITY IN FORT MYERS (FLORIDA). THE PERPETRATOR WAS CHARGED WITH FIRST-DEGREE ARSON.",
RIOTS,VIOLENT DEMONSTRATION,10,10,2020-10-10,2020,RIOTERS (UNITED STATES),FEC: FAITH EDUCATION COMMERCE; UADF: UNITED AMERICAN DEFENSE FORCE,PRIVATE SECURITY FORCES (UNITED STATES),CIVILIANS (UNITED STATES); JOURNALISTS (UNITED STATES),DENVER,COLORADO,1,DENVER POST; COLORADO TIMES RECORDER; CNN; DENVERITE,SUBNATIONAL-NATIONAL,YES,"ON 10 OCTOBER 2020, PEOPLE GATHERED IN DENVER (COLORADO) TO TAKE PART IN 'PATRIOT RALLY' ALSO CALLED A 'PATRIOT MUSTER' LED BY FAITH EDUCATION COMMERCE (FEC) AND UNITED AMERICAN DEFENSE FORCE (UADF). FOLLOWING PEACEFUL DEMONSTRATIONS EARLIER, INCLUDING A COUNTER DEMONSTRATION CALLED 'BLM-ANTIFA SOUP DRIVE,' ONE OF THE ATTENDEES OF THE 'PATRIOT RALLY' CONFRONTED A HIRED SECURITY GUARD EMPLOYED BY A NEWS OUTLET ACCOMPANYING THEIR JOURNALIST. THE ALTERCATION RESULTED IN THE 'PATRIOT RALLY' ATTENDEE ALLEGEDLY HITTING THE SECURITY GUARD ON THE FACE BEFORE SPRAYING THE SECURITY GUARD WITH MACE. THE GUARD RESPONDED BY FATALLY SHOOTING THE DEMONSTRATOR. THE SECURITY GUARD WAS ARRESTED. REPORTS CLAIMED THAT THE SECURITY GUARD WAS NOT LICENSED TO BE A SECURITY GUARD IN DENVER AND WAS CONTRACTED THROUGH THE PINKERTON PRIVATE SECURITY COMPANY.",CROWD SIZE=NO REPORT
RIOTS,VIOLENT DEMONSTRATION,10,10,2020-10-10,2020,RIOTERS (UNITED STATES),,PROTESTERS (UNITED STATES),BLM: BLACK LIVES MATTER,BAKERSFIELD,CALIFORNIA,0,KGET17,SUBNATIONAL,NO,"ON 10 OCTOBER 2020, PEOPLE GATHERED ALONG THE ROAD IN BAKERSFIELD (CALIFORNIA) IN SUPPORT OF BLACK LIVES MATTER MOVEMENT AND POLICE BRUTALITY. COUNTER-DEMONSTRATORS SUPPORTING TRUMP ARRIVED AND FOLLOWING A VERBAL CONFRONTATION STARTED THROWING PUNCHES AND ONE MAN WAS SEEN IN SEVERAL VIDEOS FLIPPING TABLES OF THE BLM DEMONSTRATORS. THE POLICE WERE CALLED TO THE SCENE, HOWEVER NO ONE WAS INJURED OR ARRESTED.",COUNTER-DEMONSTRATION; CROWD SIZE=NO REPORT
RIOTS,VIOLENT DEMONSTRATION,10,7,2020-10-07,2020,RIOTERS (UNITED STATES),,POLICE FORCES OF THE UNITED STATES (2017-2021),,WAUWATOSA,WISCONSIN,0,MILWAUKEE JOURNAL SENTINEL; WKOW27,SUBNATIONAL,NO,"ON 7 OCTOBER 2020, PEOPLE DEMONSTRATED IN WAUWATOSA (WISCONSIN) AGAINST THE COUNTY DISTRICT ATTORNEY'S DECISION TO CLEAR POLICE OFFICER, JOSEPH MENSAH, IN THE SHOOTING DEATH OF ALVIN COLE. RIOTERS VANDALIZED, DAMAGED, AND LOOTED BUSINESSES, AND THREW ITEMS AT OFFICERS. POLICE OFFICERS FIRED TEAR GAS, AND ARRESTED THE MOTHER AND SISTER OF ALVIN COLE, AND MAY HAVE CAUSED SEVERE INJURY TO HIS MOTHER.",CROWD SIZE=NO REPORT
RIOTS,VIOLENT DEMONSTRATION,10,7,2020-10-07,2020,RIOTERS (UNITED STATES),JEWISH GROUP (UNITED STATES),POLICE FORCES OF THE UNITED STATES (2017-2021),CIVILIANS (UNITED STATES); JOURNALISTS (UNITED STATES),NEW YORK - BROOKLYN,NEW YORK,0,NEW YORK POST,SUBNATIONAL,YES,"ON 7 OCTOBER 2020, HUNDREDS OF MEMBERS OF THE BOROUGH PARK ORTHODOX JEWISH COMMUNITY CONTINUED TO STAGE THE DEMONSTRATION IN NEW YORK - BROOKLYN (NEW YORK) AGAINST THE CORONAVIRUS RESTRICTIONS LIKE SHUTTING DOWN OF SCHOOLS, LIMITATIONS IN HOUSES OF WORSHIP AND SHUTTING DOWN OF NON-ESSENTIAL BUSINESSES. A REPORTER FOR JEWISH INSIDER WAS HIT IN THE HEAD AND DRAGGED BY THE DEMONSTRATORS BEFORE BEING HELPED BY THE POLICE. THE POLICE ARRESTED HESHY TISCHLER, A PROMINENT MEMBER OF THE ORTHODOX JEWISH COMMUNITY UNDER THE CHARGE OF INCITING A RIOT.",CROWD SIZE=HUNDREDS
RIOTS,VIOLENT DEMONSTRATION,10,6,2020-10-06,2020,RIOTERS (UNITED STATES),JEWISH GROUP (UNITED STATES),POLICE FORCES OF THE UNITED STATES (2017-2021),,NEW YORK - BROOKLYN,NEW YORK,0,NEW YORK POST,SUBNATIONAL,YES,"ON 6 OCTOBER 2020, HUNDREDS OF MEMBERS OF THE BOROUGH PARK ORTHODOX JEWISH COMMUNITY STAGED A DEMONSTRATION IN NEW YORK - BROOKLYN (NEW YORK) AGAINST THE NEW STATE MANDATED RESTRICTIONS AMID THE CORONAVIRUS PANDEMIC, LIKE SHUTTING DOWN OF SCHOOLS, LIMITATIONS IN HOUSES OF WORSHIP AND SHUTTING DOWN OF NON-ESSENTIAL BUSINESSES. THE DEMONSTRATION TURNED VIOLENT AFTER THE CROWD LIT A FIRE AND CHASED AWAY TWO CITY SHERIFF'S DEPUTIES WHO HAD RESPONDED TO THE FIRE.",CROWD SIZE=HUNDREDS
RIOTS,VIOLENT DEMONSTRATION,10,5,2020-10-05,2020,RIOTERS (UNITED STATES),,POLICE FORCES OF THE UNITED STATES (2017-2021),,LOS ANGELES - CENTRAL,CALIFORNIA,0,CBS2 (LOS ANGELES); DAILY REPUBLIC,SUBNATIONAL,NO,"ON 5 OCTOBER 2020, DOZENS OF PEOPLE WEARING MASKS DEMONSTRATED IN FRONT OF THE POLICE HEADQUARTERS IN DOWNTOWN LOS ANGELES - CENTRAL (CALIFORNIA) OVER AN UNREPORTED CAUSE - ALTHOUGH GRAFFITI BY DEMONSTRATORS SPELLED THE NAME, JONATHAN PRICE, A BLACK MAN, WHO WAS SHOT AND KILLED BY POLICE OUTSIDE A CONVENIENCE STORE IN WOLFE CITY, TEXAS. THE DEMONSTRATORS SMASHED STOREFRONT WINDOWS AND BURNED AN AMERICAN FLAG. A TYPE OF SMOKE BOMB OR PYROTECHNIC DEVICE WAS ALSO REPORTEDLY SET OFF. AT LEAST ONE PERSON WAS ARRESTED.",CROWD SIZE=DOZENS
PROTESTS,EXCESSIVE FORCE AGAINST PROTESTERS,10,4,2020-10-04,2020,PROTESTERS (UNITED STATES),BLM: BLACK LIVES MATTER,POLICE FORCES OF THE UNITED STATES (2017-2021),,PORTLAND - DOWNTOWN,OREGON,0,KOIN6; TWITTER,NEW MEDIA-SUBNATIONAL,NO,"ON 4 OCTOBER 2020, DOZENS OF DEMONSTRATORS MARCHED IN PORTLAND - DOWNTOWN (OREGON) IN SUPPORT OF THE BLACK LIVES MATTER MOVEMENT AND AGAINST POLICE BRUTALITY AND THE DEATH OF GEORGE FLOYD. ONE PROTESTER WAS SHOT IN THE HEAD BY POLICE WITH NON-LETHAL AMMUNITION. POLICE ARRESTED 6 PEOPLE.",CROWD SIZE=DOZENS
RIOTS,VIOLENT DEMONSTRATION,10,3,2020-10-03,2020,RIOTERS (UNITED STATES),BLM: BLACK LIVES MATTER,POLICE FORCES OF THE UNITED STATES (2017-2021),,SEATTLE,WASHINGTON,0,KIRO7; SEATTLE TIMES; US NEWS & WORLD REPORT,SUBNATIONAL-NATIONAL,NO,"ON 3 OCTOBER 2020, ABOUT 100 PEOPLE GATHERED AT CAPITOL HILL IN SEATTLE (WASHINGTON) TO DEMONSTRATE IN SUPPORT OF THE BLACK LIVES MATTER MOVEMENT AND AGAINST POLICE BRUTALITY. THE DEMONSTRATION TURNED VIOLENT AFTER DEMONSTRATORS SMASHED WINDOWS OF A NEARBY COFFEE SHOP AND THREW FIREWORKS NEAR POLICE OFFICERS. THE POLICE RESPONDED BY USING TEAR GAS TO DISPERSE THE CROWD. 16 ARRESTS WERE MADE FOR PROPERTY DESTRUCTION, ASSAULT AND FAILURE TO DISPERSE.",CROWD SIZE=ABOUT 100
RIOTS,VIOLENT DEMONSTRATION,10,3,2020-10-03,2020,RIOTERS (UNITED STATES),,CIVILIANS (UNITED STATES),,DENTON,TEXAS,0,ABC15 ARIZONA; CROWD COUNTING CONSORTIUM,OTHER-NATIONAL,NO,"ON 3 OCTOBER 2020, A PRO-TRUMP GROUP GATHERED OUTSIDE OF A GAS STATION IN DENTON (TEXAS) TO RALLY IN SUPPORT OF PRESIDENT TRUMP. ONE OF THE PARTICIPANTS ASSAULTED A MAN WHO WAS PLAYING AN ANTI-TRUMP VIDEO NEAR THE RALLY. THE MAN WAS TAKEN TO THE HOSPITAL WITH MINOR INJURIES.",CROWD SIZE=NO REPORT
RIOTS,VIOLENT DEMONSTRATION,10,3,2020-10-03,2020,RIOTERS (UNITED STATES),,RIOTERS (UNITED STATES),BLM: BLACK LIVES MATTER,BEND,OREGON,0,BEND BULLETIN; OREGONIAN,SUBNATIONAL,NO,"ON 3 OCTOBER 2020, PEOPLE GATHERED IN PILOT BUTTE PARK IN BEND (OREGON) TO TAKE PART IN A CONVOY-STYLE RALLY IN SUPPORT OF THE PRESIDENT DONALD TRUMP AND HIS RE-ELECTION CAMPAIGN. BLACK LIVES MATTERS SUPPORTERS WERE PRESENT AS PART OF A COUNTER-DEMONSTRATION. VIOLENCE BROKE OUT BETWEEN THE TWO GROUPS WHEN A COUNTER-DEMONSTRATOR APPEARED TO SNATCH A PRO-TRUMP FLAG FROM A TRUCK THAT WAS PART OF THE PRO-TRUMP CONVOY. WHILST ATTEMPTING TO RETRIEVE THE FLAG THE TWO GROUPS CLASHED, REPORTEDLY TRADING PUNCHES, WHILE THE USE OF PEPPER SPRAY AND A TASER WAS ALSO REPORTED. THE PERSON SUSPECTED OF TAKING THE FLAG WAS ARRESTED BY LOCAL POLICE OFFICERS. POLICE ALSO CONFISCATED TWO HANDGUNS FROM A TRUMP SUPPORTER.",ARMED; COUNTER-DEMONSTRATION; CROWD SIZE=NO REPORT
RIOTS,VIOLENT DEMONSTRATION,10,3,2020-10-03,2020,RIOTERS (UNITED STATES),,CIVILIANS (UNITED STATES),,COLUMBUS,OHIO,0,COLUMBUS DISPATCH,SUBNATIONAL,NO,"ON 3 OCTOBER 2020, AT LEAST 20 PEOPLE STAGED A CAR RALLY IN COLUMBUS (OHIO) IN SUPPORT OF PRESIDENT TRUMP. ONE PARTICIPANT FIRED A GUN AT A TRACTOR TRAILER, DAMAGING A VEHICLE, BUT NO INJURIES WERE REPORTED.",ARMED; CROWD SIZE=AT LEAST 20
PROTESTS,EXCESSIVE FORCE AGAINST PROTESTERS,10,2,2020-10-02,2020,PROTESTERS (UNITED STATES),BLM: BLACK LIVES MATTER,POLICE FORCES OF THE UNITED STATES (2017-2021),,PORTLAND - SOUTHEAST,OREGON,0,FOX12 OREGON; KGW8; KOIN6; OREGONIAN,SUBNATIONAL,NO,"ON 2 OCTOBER 2020, ABOUT 100 PEOPLE GATHERED IN LAURELHURST PARK IN PORTLAND - SOUTHEAST (OREGON) BEFORE MARCHING THE PENUMBRA KELLY BUILDING TO PROTEST IN SUPPORT OF THE BLACK LIVES MATTER MOVEMENT AND AGAINST POLICE BRUTALITY. DURING THE PROTEST A POLICEMAN STRUCK TWO PROTESTERS AS HE ATTEMPTED TO LEAVE THE SCENE ON A MOTORCYCLE. JOURNALISTS AT THE INCIDENT REPORTED THAT THE PORTLAND POLICE OFFICER ON A MOTORCYCLE WAS CITING DRIVERS WHO HAD BEEN PROTECTING DEMONSTRATORS FROM 'VEHICULAR ATTACKS,' AND AFTER THE VEHICLES HAD GONE, THE OFFICER DROVE HIS MOTORCYCLE INTO A PROTESTER AND PUSHED THE PERSON FOR SOME DISTANCE AS SEVERAL PROTESTERS MOVED TO BLOCK HIS PATH. AFTER THE INCIDENT, OFFICERS APPROACHED THE CROWD TO CHECK IF THE PERSON NEEDED MEDICAL ATTENTION. AN ARGUMENT ENSUED, AND AT LEAST ONE PERSON WAS DETAINED DURING THE ENCOUNTER. THE PROTESTER STRUCK BY THE MOTORCYCLE WAS EVENTUALLY TAKEN TO THE HOSPITAL AND LATER BOOKED ON CHARGES OF RIOTING, INTERFERING WITH A PEACE OFFICER AND SECOND-DEGREE DISORDERLY CONDUCT. IN TOTAL 4 ARRESTS WERE MADE FOR DISORDERLY CONDUCT AND OTHER NON-VIOLENT CHARGES.",CAR RAMMING; CROWD SIZE=ABOUT 100
RIOTS,VIOLENT DEMONSTRATION,9,28,2020-09-28,2020,RIOTERS (UNITED STATES),BLM: BLACK LIVES MATTER,POLICE FORCES OF THE UNITED STATES (2017-2021),,LOUISVILLE,KENTUCKY,0,WAVE3,SUBNATIONAL,NO,"ON 28 SEPTEMBER 2020, DEMONSTRATORS STAGED A RALLY IN LOUISVILLE (KENTUCKY) IN SUPPORT OF THE BLACK LIVES MATTER. DURING THE DEMONSTRATION, DEMONSTRATORS AND A DRIVER SCUFFLED DUE TO THE TRAFFIC OBSTRUCTION. DEMONSTRATORS POINTED A GUN AT AND ASSAULTED THE DRIVER. FIVE DEMONSTRATORS WERE ARRESTED FOR RIOTING.",ARMED; CROWD SIZE=NO REPORT
RIOTS,VIOLENT DEMONSTRATION,9,28,2020-09-28,2020,RIOTERS (UNITED STATES),BLM: BLACK LIVES MATTER,POLICE FORCES OF THE UNITED STATES (2017-2021),,PORTLAND - NORTH,OREGON,0,KOIN6; OREGONIAN,SUBNATIONAL,NO,"ON 28 SEPTEMBER 2020, 50 - 75 PEOPLE GATHERED IN KENTON PARK IN PORTLAND - NORTH (OREGON) TO DEMONSTRATE IN SUPPORT OF THE BLACK LIVES MATTER MOVEMENT AND AGAINST POLICE BRUTALITY. DEMONSTRATORS MARCHED TO POLICE UNION HEADQUARTERS WHEN THE GATHERING WAS DECLARED UNLAWFUL BY POLICE. ALTERCATION BROKE OUT BETWEEN DEMONSTRATORS AND POLICE WITH DEMONSTRATORS THROWING BOTTLES AND ROCKS AT POLICE. DEMONSTRATORS ALSO ALLEGEDLY PUNCHED A POLICE OFFICERS AND SPRAYED AN UNKNOWN CHEMICAL TOWARDS THEM. POLICE ALSO USED PEPPER SPRAY AND 24 DEMONSTRATORS WERE ARRESTED OVER THE NIGHT.",CROWD SIZE=50 TO 75
VIOLENCE AGAINST CIVILIANS,ATTACK,9,27,2020-09-27,2020,SOLE PERPETRATOR (UNITED STATES),,CIVILIANS (UNITED STATES),AFRICAN AMERICAN GROUP (UNITED STATES),YAZOO CITY,MISSISSIPPI,0,16WAPT; WDAM7,SUBNATIONAL,NO,"ON 27 SEPTEMBER 2020, A WHITE FATHER AND SON DRIVING A PICKUP TRUCK CHASED TWO BLACK TEENAGERS DRIVING ATVS AND SHOT AT THEM IN YAZOO CITY (MISSISSIPPI) FOR ALLEGEDLY DRIVING THE ATVS ON LAND THEY OWNED. THE FATHER AND SON HAVE BEEN CHARGED WITH MALICIOUS MISCHIEF, CONSPIRACY TO COMMIT A CRIME, DISCRIMINATORY ENHANCEMENT, AND THREE COUNTS OF AGGRAVATED ASSAULT.",
RIOTS,VIOLENT DEMONSTRATION,9,26,2020-09-26,2020,RIOTERS (UNITED STATES),BLM: BLACK LIVES MATTER,POLICE FORCES OF THE UNITED STATES (2017-2021),,LOUISVILLE,KENTUCKY,0,WKYT; WNKY NBC40,SUBNATIONAL,NO,"ON 26 SEPTEMBER 2020, HUNDREDS MARCHED IN LOUISVILLE (KENTUCKY) IN SUPPORT OF THE BLACK LIVES MATTER MOVEMENT AND AGAINST THE GRAND JURY DECISION TO NOT INDICT POLICE OFFICERS ON CRIMINAL CHARGES IN RELATION TO THE DEATH OF BREONNA TAYLOR, AFTER SHE WAS KILLED BY POLICE. DEMONSTRATORS SET FIRES AND LAUNCHED FIREWORKS, BURNING A CAR. WINDOWS AT THE NEARBY SPALDING UNIVERSITY AND PRESENTATION ACADEMY BUILDINGS WERE BROKEN. ABOUT 100 DEMONSTRATORS TOOK SHELTER AT A CHURCH THAT HAD BEEN A REFUGE FOR THE DEMONSTRATORS AFTER CURFEW FOR THE PAST COUPLE OF NIGHTS. POLICE CLAIMED 25 PEOPLE WERE ARRESTED DURING THE DEMONSTRATIONS.",CROWD SIZE=HUNDREDS
